Validation_Type,Repeat,Fold,Outer_ID,Original_Index,Role,Composition_ID,Group_Overlap
Fixed_Composition_Grouped,1,3,,216,Training,COMP-4a76c05754ee1efa,False
Fixed_Composition_Grouped,1,3,,219,Training,COMP-eae7689b221fd7f8,False
Fixed_Composition_Grouped,1,3,,221,Training,COMP-20d1e620c817cb5a,False
Fixed_Composition_Grouped,1,3,,224,Training,COMP-93900d7c81c38cdd,False
Fixed_Composition_Grouped,1,3,,225,Training,COMP-289a02a6b94655b9,False
Fixed_Composition_Grouped,1,3,,226,Training,COMP-93900d7c81c38cdd,False
Fixed_Composition_Grouped,1,3,,228,Training,COMP-46e30c1bd5e987da,False
Fixed_Composition_Grouped,1,3,,229,Training,COMP-2753cd2e053c8c98,False
Fixed_Composition_Grouped,1,3,,231,Training,COMP-0e256dc7494452a7,False
Fixed_Composition_Grouped,1,3,,232,Training,COMP-0e256dc7494452a7,False
Fixed_Composition_Grouped,1,3,,233,Training,COMP-e60cc4ecffe6b7df,False
Fixed_Composition_Grouped,1,3,,235,Training,COMP-091a20b5a1dfb76f,False
Fixed_Composition_Grouped,1,3,,236,Training,COMP-44fea4804e888e0a,False
Fixed_Composition_Grouped,1,3,,237,Training,COMP-4ef2bcae5243588c,False
Fixed_Composition_Grouped,1,3,,238,Training,COMP-fc5c3e46d2655b62,False
Fixed_Composition_Grouped,1,3,,239,Training,COMP-0b765af90e5ebd4c,False
Fixed_Composition_Grouped,1,3,,240,Training,COMP-0b765af90e5ebd4c,False
Fixed_Composition_Grouped,1,3,,241,Training,COMP-631a18a4a6b20c0c,False
Fixed_Composition_Grouped,1,3,,242,Training,COMP-631a18a4a6b20c0c,False
Fixed_Composition_Grouped,1,3,,243,Training,COMP-b0cc51380afea02b,False
Fixed_Composition_Grouped,1,3,,246,Training,COMP-1fc9679353325516,False
Fixed_Composition_Grouped,1,3,,247,Training,COMP-e295ac85ac1ada41,False
Fixed_Composition_Grouped,1,3,,249,Training,COMP-e295ac85ac1ada41,False
Fixed_Composition_Grouped,1,3,,251,Training,COMP-dd1e9c4c0f247912,False
Fixed_Composition_Grouped,1,3,,252,Training,COMP-725d39a40881dc4b,False
Fixed_Composition_Grouped,1,3,,253,Training,COMP-725d39a40881dc4b,False
Fixed_Composition_Grouped,1,3,,286,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,288,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,292,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,295,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,296,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,300,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,303,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,306,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,307,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,309,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,310,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,311,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,313,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,315,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,316,Training,COMP-478c9f483894c42c,False
Fixed_Composition_Grouped,1,3,,320,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,3,,321,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,3,,322,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,3,,323,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,3,,324,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,3,,325,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,3,,326,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,3,,327,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,3,,328,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,3,,331,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,3,,333,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,3,,334,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,3,,337,Training,COMP-06072d2dd3b021af,False
Fixed_Composition_Grouped,1,3,,339,Training,COMP-06072d2dd3b021af,False
Fixed_Composition_Grouped,1,3,,341,Training,COMP-221944a235b3f36b,False
Fixed_Composition_Grouped,1,3,,342,Training,COMP-221944a235b3f36b,False
Fixed_Composition_Grouped,1,3,,344,Training,COMP-e1e52574fbb04f58,False
Fixed_Composition_Grouped,1,3,,345,Training,COMP-e1e52574fbb04f58,False
Fixed_Composition_Grouped,1,3,,347,Training,COMP-e1e52574fbb04f58,False
Fixed_Composition_Grouped,1,3,,348,Training,COMP-30cef922979fb9fd,False
Fixed_Composition_Grouped,1,3,,349,Training,COMP-30cef922979fb9fd,False
Fixed_Composition_Grouped,1,3,,350,Training,COMP-30cef922979fb9fd,False
Fixed_Composition_Grouped,1,3,,351,Training,COMP-30cef922979fb9fd,False
Fixed_Composition_Grouped,1,3,,352,Training,COMP-30cef922979fb9fd,False
Fixed_Composition_Grouped,1,3,,354,Training,COMP-59f47d6774b9fdfb,False
Fixed_Composition_Grouped,1,3,,356,Training,COMP-59f47d6774b9fdfb,False
Fixed_Composition_Grouped,1,3,,358,Training,COMP-59f47d6774b9fdfb,False
Fixed_Composition_Grouped,1,3,,360,Training,COMP-0765adc8c505dd3b,False
Fixed_Composition_Grouped,1,3,,363,Training,COMP-0765adc8c505dd3b,False
Fixed_Composition_Grouped,1,3,,364,Training,COMP-0765adc8c505dd3b,False
Fixed_Composition_Grouped,1,3,,365,Training,COMP-e1e52574fbb04f58,False
Fixed_Composition_Grouped,1,3,,369,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,371,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,372,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,375,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,376,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,378,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,380,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,381,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,382,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,384,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,386,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,387,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,388,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,389,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,391,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,393,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,395,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,399,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,402,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,404,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,405,Training,COMP-6f2ca218fbd1923b,False
Fixed_Composition_Grouped,1,3,,406,Training,COMP-7fb1fecc93ced403,False
Fixed_Composition_Grouped,1,3,,408,Training,COMP-7fb1fecc93ced403,False
Fixed_Composition_Grouped,1,3,,421,Training,COMP-edeedccfd8f07e13,False
Fixed_Composition_Grouped,1,3,,422,Training,COMP-edeedccfd8f07e13,False
Fixed_Composition_Grouped,1,3,,424,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,425,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,427,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,429,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,431,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,432,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,434,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,438,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,440,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,441,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,444,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,445,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,448,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,449,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,450,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,451,Training,COMP-f9d9cbed014e8b80,False
Fixed_Composition_Grouped,1,3,,1,Validation,COMP-27021c945dc6ef2d,False
Fixed_Composition_Grouped,1,3,,6,Validation,COMP-27021c945dc6ef2d,False
Fixed_Composition_Grouped,1,3,,13,Validation,COMP-27021c945dc6ef2d,False
Fixed_Composition_Grouped,1,3,,14,Validation,COMP-609dfbaf681359b8,False
Fixed_Composition_Grouped,1,3,,27,Validation,COMP-73d52e7a36d559a9,False
Fixed_Composition_Grouped,1,3,,45,Validation,COMP-59ce4655e65cf94a,False
Fixed_Composition_Grouped,1,3,,60,Validation,COMP-3f22c6642a7a1344,False
Fixed_Composition_Grouped,1,3,,61,Validation,COMP-3f22c6642a7a1344,False
Fixed_Composition_Grouped,1,3,,64,Validation,COMP-3157f0dc71f862ff,False
Fixed_Composition_Grouped,1,3,,66,Validation,COMP-b8df58296dba2095,False
Fixed_Composition_Grouped,1,3,,67,Validation,COMP-49d8e1edbf1c2fbd,False
Fixed_Composition_Grouped,1,3,,69,Validation,COMP-8cee7ef8867afd2d,False
Fixed_Composition_Grouped,1,3,,86,Validation,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,3,,88,Validation,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,3,,92,Validation,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,3,,94,Validation,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,3,,95,Validation,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,3,,96,Validation,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,3,,99,Validation,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,3,,100,Validation,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,3,,110,Validation,COMP-c1d72bb5d7d164b0,False
Fixed_Composition_Grouped,1,3,,111,Validation,COMP-c1d72bb5d7d164b0,False
Fixed_Composition_Grouped,1,3,,112,Validation,COMP-c1d72bb5d7d164b0,False
Fixed_Composition_Grouped,1,3,,126,Validation,COMP-5502f8bc72167a0b,False
Fixed_Composition_Grouped,1,3,,127,Validation,COMP-5502f8bc72167a0b,False
Fixed_Composition_Grouped,1,3,,156,Validation,COMP-941f92def7f50542,False
Fixed_Composition_Grouped,1,3,,164,Validation,COMP-941f92def7f50542,False
Fixed_Composition_Grouped,1,3,,176,Validation,COMP-5479c448b954c055,False
Fixed_Composition_Grouped,1,3,,177,Validation,COMP-5479c448b954c055,False
Fixed_Composition_Grouped,1,3,,184,Validation,COMP-0966c0019ec07f39,False
Fixed_Composition_Grouped,1,3,,186,Validation,COMP-0966c0019ec07f39,False
Fixed_Composition_Grouped,1,3,,193,Validation,COMP-889d7d6c6dbf5b76,False
Fixed_Composition_Grouped,1,3,,199,Validation,COMP-6525c735bb50fb1c,False
Fixed_Composition_Grouped,1,3,,207,Validation,COMP-948abb1ebd270642,False
Fixed_Composition_Grouped,1,3,,230,Validation,COMP-0107563adaed8d01,False
Fixed_Composition_Grouped,1,3,,255,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,256,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,257,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,258,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,259,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,260,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,263,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,266,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,268,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,271,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,272,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,273,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,282,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,283,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,285,Validation,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,3,,413,Validation,COMP-a85acb2f2da0216b,False
Fixed_Composition_Grouped,1,3,,414,Validation,COMP-a85acb2f2da0216b,False
Fixed_Composition_Grouped,1,3,,415,Validation,COMP-a85acb2f2da0216b,False
Fixed_Composition_Grouped,1,3,,418,Validation,COMP-a85acb2f2da0216b,False
Fixed_Composition_Grouped,1,4,,1,Training,COMP-27021c945dc6ef2d,False
Fixed_Composition_Grouped,1,4,,4,Training,COMP-862c9c676a6f1012,False
Fixed_Composition_Grouped,1,4,,5,Training,COMP-8e1fe5f59d3c7565,False
Fixed_Composition_Grouped,1,4,,6,Training,COMP-27021c945dc6ef2d,False
Fixed_Composition_Grouped,1,4,,13,Training,COMP-27021c945dc6ef2d,False
Fixed_Composition_Grouped,1,4,,14,Training,COMP-609dfbaf681359b8,False
Fixed_Composition_Grouped,1,4,,17,Training,COMP-773f99d6dc417f9e,False
Fixed_Composition_Grouped,1,4,,20,Training,COMP-0b765af90e5ebd4c,False
Fixed_Composition_Grouped,1,4,,21,Training,COMP-0b765af90e5ebd4c,False
Fixed_Composition_Grouped,1,4,,23,Training,COMP-81f8a3600f73b006,False
Fixed_Composition_Grouped,1,4,,24,Training,COMP-0b765af90e5ebd4c,False
Fixed_Composition_Grouped,1,4,,27,Training,COMP-73d52e7a36d559a9,False
Fixed_Composition_Grouped,1,4,,28,Training,COMP-3632fb12e94bc35a,False
Fixed_Composition_Grouped,1,4,,29,Training,COMP-773f99d6dc417f9e,False
Fixed_Composition_Grouped,1,4,,32,Training,COMP-81f8a3600f73b006,False
Fixed_Composition_Grouped,1,4,,35,Training,COMP-a87a2533a652007c,False
Fixed_Composition_Grouped,1,4,,36,Training,COMP-87a7ec252c82f56c,False
Fixed_Composition_Grouped,1,4,,37,Training,COMP-f6d84b53636ddfbe,False
Fixed_Composition_Grouped,1,4,,40,Training,COMP-1af7d3f3b3b924e5,False
Fixed_Composition_Grouped,1,4,,41,Training,COMP-1af7d3f3b3b924e5,False
Fixed_Composition_Grouped,1,4,,43,Training,COMP-9b0e3106e10f71db,False
Fixed_Composition_Grouped,1,4,,44,Training,COMP-0d7ce00a50a6a24f,False
Fixed_Composition_Grouped,1,4,,45,Training,COMP-59ce4655e65cf94a,False
Fixed_Composition_Grouped,1,4,,47,Training,COMP-e295ac85ac1ada41,False
Fixed_Composition_Grouped,1,4,,49,Training,COMP-92ece298f11712f0,False
Fixed_Composition_Grouped,1,4,,51,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,52,Training,COMP-06f5d2a767a65349,False
Fixed_Composition_Grouped,1,4,,53,Training,COMP-06f5d2a767a65349,False
Fixed_Composition_Grouped,1,4,,60,Training,COMP-3f22c6642a7a1344,False
Fixed_Composition_Grouped,1,4,,61,Training,COMP-3f22c6642a7a1344,False
Fixed_Composition_Grouped,1,4,,62,Training,COMP-21d126c9d34df073,False
Fixed_Composition_Grouped,1,4,,63,Training,COMP-21d126c9d34df073,False
Fixed_Composition_Grouped,1,4,,64,Training,COMP-3157f0dc71f862ff,False
Fixed_Composition_Grouped,1,4,,65,Training,COMP-7c0b488137fafb3b,False
Fixed_Composition_Grouped,1,4,,66,Training,COMP-b8df58296dba2095,False
Fixed_Composition_Grouped,1,4,,67,Training,COMP-49d8e1edbf1c2fbd,False
Fixed_Composition_Grouped,1,4,,68,Training,COMP-21d126c9d34df073,False
Fixed_Composition_Grouped,1,4,,69,Training,COMP-8cee7ef8867afd2d,False
Fixed_Composition_Grouped,1,4,,80,Training,COMP-a14831ff30c0b14d,False
Fixed_Composition_Grouped,1,4,,84,Training,COMP-a14831ff30c0b14d,False
Fixed_Composition_Grouped,1,4,,86,Training,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,4,,87,Training,COMP-a14831ff30c0b14d,False
Fixed_Composition_Grouped,1,4,,88,Training,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,4,,92,Training,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,4,,94,Training,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,4,,95,Training,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,4,,96,Training,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,4,,97,Training,COMP-a14831ff30c0b14d,False
Fixed_Composition_Grouped,1,4,,99,Training,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,4,,100,Training,COMP-ea2a626c3522e4a5,False
Fixed_Composition_Grouped,1,4,,102,Training,COMP-435a8f4ba56d8b5d,False
Fixed_Composition_Grouped,1,4,,103,Training,COMP-435a8f4ba56d8b5d,False
Fixed_Composition_Grouped,1,4,,104,Training,COMP-435a8f4ba56d8b5d,False
Fixed_Composition_Grouped,1,4,,105,Training,COMP-435a8f4ba56d8b5d,False
Fixed_Composition_Grouped,1,4,,106,Training,COMP-435a8f4ba56d8b5d,False
Fixed_Composition_Grouped,1,4,,107,Training,COMP-384273ac244080b1,False
Fixed_Composition_Grouped,1,4,,110,Training,COMP-c1d72bb5d7d164b0,False
Fixed_Composition_Grouped,1,4,,111,Training,COMP-c1d72bb5d7d164b0,False
Fixed_Composition_Grouped,1,4,,112,Training,COMP-c1d72bb5d7d164b0,False
Fixed_Composition_Grouped,1,4,,114,Training,COMP-6360354242bed7fe,False
Fixed_Composition_Grouped,1,4,,115,Training,COMP-15c7378d46cadefa,False
Fixed_Composition_Grouped,1,4,,118,Training,COMP-8bbe9ce01fb6a2d3,False
Fixed_Composition_Grouped,1,4,,120,Training,COMP-8bbe9ce01fb6a2d3,False
Fixed_Composition_Grouped,1,4,,121,Training,COMP-b2e9edd7bc55d085,False
Fixed_Composition_Grouped,1,4,,122,Training,COMP-b2e9edd7bc55d085,False
Fixed_Composition_Grouped,1,4,,123,Training,COMP-0ee2ef468faff8db,False
Fixed_Composition_Grouped,1,4,,125,Training,COMP-0ee2ef468faff8db,False
Fixed_Composition_Grouped,1,4,,126,Training,COMP-5502f8bc72167a0b,False
Fixed_Composition_Grouped,1,4,,127,Training,COMP-5502f8bc72167a0b,False
Fixed_Composition_Grouped,1,4,,130,Training,COMP-89919c53d3149a2d,False
Fixed_Composition_Grouped,1,4,,133,Training,COMP-89919c53d3149a2d,False
Fixed_Composition_Grouped,1,4,,134,Training,COMP-89919c53d3149a2d,False
Fixed_Composition_Grouped,1,4,,135,Training,COMP-89919c53d3149a2d,False
Fixed_Composition_Grouped,1,4,,138,Training,COMP-89919c53d3149a2d,False
Fixed_Composition_Grouped,1,4,,139,Training,COMP-89919c53d3149a2d,False
Fixed_Composition_Grouped,1,4,,141,Training,COMP-89919c53d3149a2d,False
Fixed_Composition_Grouped,1,4,,142,Training,COMP-89919c53d3149a2d,False
Fixed_Composition_Grouped,1,4,,143,Training,COMP-89919c53d3149a2d,False
Fixed_Composition_Grouped,1,4,,144,Training,COMP-89919c53d3149a2d,False
Fixed_Composition_Grouped,1,4,,145,Training,COMP-89919c53d3149a2d,False
Fixed_Composition_Grouped,1,4,,146,Training,COMP-266a388f7afdbe91,False
Fixed_Composition_Grouped,1,4,,147,Training,COMP-055230aabe7d502c,False
Fixed_Composition_Grouped,1,4,,149,Training,COMP-266a388f7afdbe91,False
Fixed_Composition_Grouped,1,4,,150,Training,COMP-055230aabe7d502c,False
Fixed_Composition_Grouped,1,4,,152,Training,COMP-055230aabe7d502c,False
Fixed_Composition_Grouped,1,4,,156,Training,COMP-941f92def7f50542,False
Fixed_Composition_Grouped,1,4,,157,Training,COMP-ddfcf6030a718a0c,False
Fixed_Composition_Grouped,1,4,,159,Training,COMP-0346738121cb655e,False
Fixed_Composition_Grouped,1,4,,160,Training,COMP-0346738121cb655e,False
Fixed_Composition_Grouped,1,4,,161,Training,COMP-eacd4f126ab29a30,False
Fixed_Composition_Grouped,1,4,,162,Training,COMP-ddfcf6030a718a0c,False
Fixed_Composition_Grouped,1,4,,163,Training,COMP-b2e9edd7bc55d085,False
Fixed_Composition_Grouped,1,4,,164,Training,COMP-941f92def7f50542,False
Fixed_Composition_Grouped,1,4,,167,Training,COMP-eacd4f126ab29a30,False
Fixed_Composition_Grouped,1,4,,168,Training,COMP-92ed17371ff559b6,False
Fixed_Composition_Grouped,1,4,,169,Training,COMP-92ed17371ff559b6,False
Fixed_Composition_Grouped,1,4,,172,Training,COMP-92ed17371ff559b6,False
Fixed_Composition_Grouped,1,4,,173,Training,COMP-0d41a2cf75110ad6,False
Fixed_Composition_Grouped,1,4,,174,Training,COMP-a35a20d65351aafe,False
Fixed_Composition_Grouped,1,4,,176,Training,COMP-5479c448b954c055,False
Fixed_Composition_Grouped,1,4,,177,Training,COMP-5479c448b954c055,False
Fixed_Composition_Grouped,1,4,,178,Training,COMP-b9abc443805301b1,False
Fixed_Composition_Grouped,1,4,,181,Training,COMP-69c6ecd7284d3b47,False
Fixed_Composition_Grouped,1,4,,182,Training,COMP-630f3050f45faf36,False
Fixed_Composition_Grouped,1,4,,183,Training,COMP-630f3050f45faf36,False
Fixed_Composition_Grouped,1,4,,184,Training,COMP-0966c0019ec07f39,False
Fixed_Composition_Grouped,1,4,,186,Training,COMP-0966c0019ec07f39,False
Fixed_Composition_Grouped,1,4,,187,Training,COMP-a7670bf71188b1d6,False
Fixed_Composition_Grouped,1,4,,188,Training,COMP-a7670bf71188b1d6,False
Fixed_Composition_Grouped,1,4,,193,Training,COMP-889d7d6c6dbf5b76,False
Fixed_Composition_Grouped,1,4,,197,Training,COMP-880bd22028629a8e,False
Fixed_Composition_Grouped,1,4,,199,Training,COMP-6525c735bb50fb1c,False
Fixed_Composition_Grouped,1,4,,200,Training,COMP-b878df279a448475,False
Fixed_Composition_Grouped,1,4,,205,Training,COMP-d8a14990923ce9f7,False
Fixed_Composition_Grouped,1,4,,207,Training,COMP-948abb1ebd270642,False
Fixed_Composition_Grouped,1,4,,211,Training,COMP-b775405901636085,False
Fixed_Composition_Grouped,1,4,,214,Training,COMP-35e38ea13dc05b9e,False
Fixed_Composition_Grouped,1,4,,216,Training,COMP-4a76c05754ee1efa,False
Fixed_Composition_Grouped,1,4,,219,Training,COMP-eae7689b221fd7f8,False
Fixed_Composition_Grouped,1,4,,221,Training,COMP-20d1e620c817cb5a,False
Fixed_Composition_Grouped,1,4,,225,Training,COMP-289a02a6b94655b9,False
Fixed_Composition_Grouped,1,4,,229,Training,COMP-2753cd2e053c8c98,False
Fixed_Composition_Grouped,1,4,,230,Training,COMP-0107563adaed8d01,False
Fixed_Composition_Grouped,1,4,,233,Training,COMP-e60cc4ecffe6b7df,False
Fixed_Composition_Grouped,1,4,,235,Training,COMP-091a20b5a1dfb76f,False
Fixed_Composition_Grouped,1,4,,236,Training,COMP-44fea4804e888e0a,False
Fixed_Composition_Grouped,1,4,,237,Training,COMP-4ef2bcae5243588c,False
Fixed_Composition_Grouped,1,4,,238,Training,COMP-fc5c3e46d2655b62,False
Fixed_Composition_Grouped,1,4,,239,Training,COMP-0b765af90e5ebd4c,False
Fixed_Composition_Grouped,1,4,,240,Training,COMP-0b765af90e5ebd4c,False
Fixed_Composition_Grouped,1,4,,243,Training,COMP-b0cc51380afea02b,False
Fixed_Composition_Grouped,1,4,,246,Training,COMP-1fc9679353325516,False
Fixed_Composition_Grouped,1,4,,247,Training,COMP-e295ac85ac1ada41,False
Fixed_Composition_Grouped,1,4,,249,Training,COMP-e295ac85ac1ada41,False
Fixed_Composition_Grouped,1,4,,255,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,256,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,257,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,258,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,259,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,260,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,263,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,266,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,268,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,271,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,272,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,273,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,282,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,283,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,285,Training,COMP-95a56990f4bea8a9,False
Fixed_Composition_Grouped,1,4,,320,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,321,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,322,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,323,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,324,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,325,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,326,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,327,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,328,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,331,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,333,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,334,Training,COMP-dbc0864492ec7b98,False
Fixed_Composition_Grouped,1,4,,337,Training,COMP-06072d2dd3b021af,False
Fixed_Composition_Grouped,1,4,,339,Training,COMP-06072d2dd3b021af,False
Fixed_Composition_Grouped,1,4,,341,Training,COMP-221944a235b3f36b,False
